[0.0242  Replica 0000]: Replica 0000 starting up
[31.6292  Replica 0004]: Received message '{'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 218, 'term': 3, 'command': {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': 'b7d46c6baffca79d8873dc3788132959'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 217, 'prevLogTerm': 3}'
[31.6293  Replica 0001]: Storing key_okay_msg_mapping:  {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': {'src': '0001', 'dst': '0015', 'leader': '0001', 'type': 'ok', 'MID': 'XYFOYURC6KL4QMZE'}}
[31.6293  Replica 0001]: Sending following batch of entries: [{'log_index': 218, 'term': 3, 'command': {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': 'b7d46c6baffca79d8873dc3788132959'}, 'committed': False}]
[31.6293  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.6293  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_
[31.6344  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 216, 'term': 3, 'command': {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': 'ec50a3b70be4be3028fbd4816a441f06'}, 'committed': False}, {'log_index': 217, 'term': 3, 'command': {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': '7190a6eca63de49ded62fb5749e46436'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 216, 'term': 3, 'command': {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': 'ec50a3b70be4be3028fbd4816a441f06'}, 'committed': False}, {'log_index': 217, 'term': 3, 'command': {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': '7190a6eca63de49ded62fb5749e46436'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 215, 'prevLogTerm': 3}
[31.6348  Replica 0003]: sending: {'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.6348  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 218, 'term': 3, 'command': {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': 'b7d46c6baffca79d8873dc3788132959'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 217, 'prevLogTerm': 3}'
[31.6369  Replica 0001]: index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.6369  Replica 0001]: Sending following batch of entries: [{'log_index': 218, 'term': 3, 'command': {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': 'b7d46c6baffca79d8873dc3788132959'}, 'committed': False}]
[31.6369  Replica 0001]: Received message '{'src': '0016', 'dst': '0001', 'leader': '0001', 'type': 'get', 'MID': '83UL3Y7JKTX18MK2', 'key': 'U2FZZ5A5466GMFZBBKFKIY3DG9ZICYLT'}'
[31.6369  Replica 0001]: sending: {'src': '0001', 'dst': '0016', 'leader': '0001', 'type': 'ok', 'MID': '83UL3Y7JKTX18MK2', 'value': '2c32ee8001a56d2030a6ec3d80719e45'}
[31.6369  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.6369  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.7400  Replica 0001]: Received message '{'src': '0019', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': '88ZESXFU0F0VO9SC', 'key': 'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE', 'value': 'c2cf3305667d022390d6d0c6e58c6c47'}'
[31.7416  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 218, 'term': 3, 'command': {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': 'b7d46c6baffca79d8873dc3788132959'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 218, 'term': 3, 'command': {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': 'b7d46c6baffca79d8873dc3788132959'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 217, 'prevLogTerm': 3}
[31.7416  Replica 0004]: sending: {'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.7416  Replica 0004]: Received message '{'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 219, 'term': 3, 'command': {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': 'c2cf3305667d022390d6d0c6e58c6c47'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 218, 'prevLogTerm': 3}'
[31.7427  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 218, 'term': 3, 'command': {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': 'b7d46c6baffca79d8873dc3788132959'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 218, 'term': 3, 'command': {'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG': 'b7d46c6baffca79d8873dc3788132959'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 217, 'prevLogTerm': 3}
[31.7427  Replica 0003]: sending: {'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.7427  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 219, 'term': 3, 'command': {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': 'c2cf3305667d022390d6d0c6e58c6c47'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 218, 'prevLogTerm': 3}'
[31.7430  Replica 0001]: Storing key_okay_msg_mapping:  {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': {'src': '0001', 'dst': '0019', 'leader': '0001', 'type': 'ok', 'MID': '88ZESXFU0F0VO9SC'}}
[31.7430  Replica 0001]: Sending following batch of entries: [{'log_index': 219, 'term': 3, 'command': {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': 'c2cf3305667d022390d6d0c6e58c6c47'}, 'committed': False}]
[31.7430  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.7430  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_
[31.7434  Replica 0001]: index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.7434  Replica 0001]: Sending following batch of entries: [{'log_index': 219, 'term': 3, 'command': {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': 'c2cf3305667d022390d6d0c6e58c6c47'}, 'committed': False}]
[31.7434  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.7434  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.8488  Replica 0001]: Received message '{'src': '0016', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': '9Q8PPX7O72XC5M5T', 'key': 'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236', 'value': 'aa747f865e0063e2e5d74ec32abb93e1'}'
[31.9045  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 219, 'term': 3, 'command': {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': 'c2cf3305667d022390d6d0c6e58c6c47'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 219, 'term': 3, 'command': {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': 'c2cf3305667d022390d6d0c6e58c6c47'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 218, 'prevLogTerm': 3}
[31.9045  Replica 0004]: sending: {'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.9045  Replica 0004]: Received message '{'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 220, 'term': 3, 'command': {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': 'aa747f865e0063e2e5d74ec32abb93e1'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 219, 'prevLogTerm': 3}'
[31.9056  Replica 0001]: Storing key_okay_msg_mapping:  {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': {'src': '0001', 'dst': '0016', 'leader': '0001', 'type': 'ok', 'MID': '9Q8PPX7O72XC5M5T'}}
[31.9056  Replica 0001]: Sending following batch of entries: [{'log_index': 220, 'term': 3, 'command': {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': 'aa747f865e0063e2e5d74ec32abb93e1'}, 'committed': False}]
[31.9056  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.9056  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_
[31.9058  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 219, 'term': 3, 'command': {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': 'c2cf3305667d022390d6d0c6e58c6c47'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 219, 'term': 3, 'command': {'PLZ1Y9S2IRESSS03JXK6KGET7A4GWPSE': 'c2cf3305667d022390d6d0c6e58c6c47'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 218, 'prevLogTerm': 3}
[31.9058  Replica 0003]: sending: {'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.9059  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 220, 'term': 3, 'command': {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': 'aa747f865e0063e2e5d74ec32abb93e1'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 219, 'prevLogTerm': 3}'
[31.9072  Replica 0001]: index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.9072  Replica 0001]: Sending following batch of entries: [{'log_index': 220, 'term': 3, 'command': {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': 'aa747f865e0063e2e5d74ec32abb93e1'}, 'committed': False}]
[31.9072  Replica 0001]: Received message '{'src': '0019', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': 'EEJSQZCH2A1UE7WL', 'key': 'LPEF1ITDVH5OZESFWJM4X9CVALF4PK04', 'value': '92b143bcaa582b1a5d5f16e3a3fbe4a0'}'
[31.9072  Replica 0001]: Storing key_okay_msg_mapping:  {'LPEF1ITDVH5OZESFWJM4X9CVALF4PK04': {'src': '0001', 'dst': '0019', 'leader': '0001', 'type': 'ok', 'MID': 'EEJSQZCH2A1UE7WL'}}
[31.9072  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.9072  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[32.0159  Replica 0001]: Received message '{'src': '0016', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': 'CVE9JI76YSN75ATR', 'key': 'Z77YGE1B8GLDJQSERVYTPB6EWKL4IQ06', 'value': 'bae6d76649f4216041e810a1572d23ca'}'
[32.0199  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 220, 'term': 3, 'command': {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': 'aa747f865e0063e2e5d74ec32abb93e1'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 220, 'term': 3, 'command': {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': 'aa747f865e0063e2e5d74ec32abb93e1'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 219, 'prevLogTerm': 3}
[32.0199  Replica 0004]: sending: {'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[32.0199  Replica 0004]: Received message '{'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 221, 'term': 3, 'command': {'LPEF1ITDVH5OZESFWJM4X9CVALF4PK04': '92b143bcaa582b1a5d5f16e3a3fbe4a0'}, 'committed': False}, {'log_index': 222, 'term': 3, 'command': {'Z77YGE1B8GLDJQSERVYTPB6EWKL4IQ06': 'bae6d76649f4216041e810a1572d23ca'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 220, 'prevLogTerm': 3}'
[32.0204  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 220, 'term': 3, 'command': {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': 'aa747f865e0063e2e5d74ec32abb93e1'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 220, 'term': 3, 'command': {'RGDDFK35L4MSOS6BZKFYGRQB59Y2A236': 'aa747f865e0063e2e5d74ec32abb93e1'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 219, 'prevLogTerm': 3}
[32.0204  Replica 0003]: sending: {'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[32.0204  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 221, 'term': 3, 'command': {'LPEF1ITDVH5OZESFWJM4X9CVALF4PK04': '92b143bcaa582b1a5d5f16e3a3fbe4a0'}, 'committed': False}, {'log_index': 222, 'term': 3, 'command': {'Z77YGE1B8GLDJQSERVYTPB6EWKL4IQ06': 'bae6d76649f4216041e810a1572d23ca'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 220, 'prevLogTerm': 3}'
[32.0206  Replica 0001]: Storing key_okay_msg_mapping:  {'Z77YGE1B8GLDJQSERVYTPB6EWKL4IQ06': {'src': '0001', 'dst': '0016', 'leader': '0001', 'type': 'ok', 'MID': 'CVE9JI76YSN75ATR'}}
[32.0206  Replica 0001]: Sending following batch of entries: [{'log_index': 221, 'term': 3, 'command': {'LPEF1ITDVH5OZESFWJM4X9CVALF4PK04': '92b143bcaa582b1a5d5f16e3a3fbe4a0'}, 'committed': False}, {'log_index': 222, 'term': 3, 'command': {'Z77YGE1B8GLDJQSERVYTPB6EWKL4IQ06': 'bae6d76649f4216041e810a1572d23ca'}, 'committed': False}]
[32.0207  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[32.0207  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_
[32.0211  Replica 0001]: index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[32.0211  Replica 0001]: Sending following batch of entries: [{'log_index': 221, 'term': 3, 'command': {'LPEF1ITDVH5OZESFWJM4X9CVALF4PK04': '92b143bcaa582b1a5d5f16e3a3fbe4a0'}, 'committed': False}, {'log_index': 222, 'term': 3, 'command': {'Z77YGE1B8GLDJQSERVYTPB6EWKL4IQ06': 'bae6d76649f4216041e810a1572d23ca'}, 'committed': False}]
[32.0211  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[32.0211  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[32.1269  Replica 0001]: Received message '{'src': '001C', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': '4SHWIZISYUP2XO2S', 'key': 'IQBZYM0H7O4C34PDEW979W58PI4UXCBV', 'value': 'bbb2807567ab731e6db809c9e735624a'}'
[32.1814  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 221, 'term': 3, 'command': {'LPEF1ITDVH5OZESFWJM4X9CVALF4PK04': '92b143bcaa582b1a5d5f16e3a3fbe4a0'}, 'committed': False}, {'log_index': 222, 'term': 3, 'command': {'Z77YGE1B8GLDJQSERVYTPB6EWKL4IQ06': 'bae6d76649f4216041e810a1572d23ca'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 221, 'term': 3, 'command': {'LPEF1ITDVH5OZESFWJM4X9CVALF4PK04': '92b143bcaa582b1a5d5f16e3a3fbe4a0'}, 'committed': False}, {'log_index': 222, 'term': 3, 'command': {'Z77YGE1B8GLDJQSERVYTPB6EWKL4IQ06': 'bae6d76649f4216041e810a1572d23ca'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 220, 'prevLogTerm': 3}
